2021-10-d 16:04;943050810;/start
2021-10-d 16:04;943050810;/start
2021-10-d 16:05;943050810;/start
2021-10-d 12:56;943050810;/start
2021-10-d 13:00;943050810;/start
2021-10-d 13:00;943050810;/start
2021-10-d 13:00;943050810;/start
2021-10-d 13:00;943050810;/start
2021-10-d 13:00;943050810;/start
2021-10-d 13:02;943050810;/start
2021-10-d 13:05;943050810;/start
2021-10-d 13:06;943050810;/start
2021-10-d 13:06;943050810;/start
2021-10-d 13:06;943050810;/start
2021-10-d 13:06;943050810;/start
2021-10-d 13:06;943050810;/start
2021-10-d 13:08;943050810;/start
2021-10-d 13:09;943050810;/start
2021-10-d 13:10;943050810;/start
2021-10-d 13:10;943050810;/start
2021-10-d 13:10;943050810;/start
2021-10-d 13:11;943050810;/start
2021-10-d 13:11;943050810;/start
2021-10-d 13:11;943050810;/start
2021-10-d 13:11;943050810;/start
2021-10-d 13:12;943050810;/start
2021-10-d 13:12;943050810;/start
2021-10-d 13:41;943050810;/start
2021-10-d 13:54;943050810;/start
2021-10-d 13:57;943050810;/start
2021-10-d 13:57;943050810;/start
2021-10-d 13:58;943050810;/start
2021-10-d 13:58;943050810;/start
